family,size,mincut,contract,fastcut,contract_time,fastcut_time,contract_success,fastcut_success
barabasi_albert_graph,140,23,45,23,11.672,519.529,0,1
barabasi_albert_graph,140,23,42,23,11.945,501.089,0,1
barabasi_albert_graph,140,23,37,23,10.834,497.506,0,1
barabasi_albert_graph,140,23,43,23,10.844,536.307,0,1
barabasi_albert_graph,140,23,23,23,11.408,497.041,1,1
barabasi_albert_graph,140,23,36,23,11.096,495.738,0,1
barabasi_albert_graph,140,23,40,23,10.459,500.655,0,1
barabasi_albert_graph,140,23,31,23,10.334,539.409,0,1
barabasi_albert_graph,140,23,41,23,11.188,510.197,0,1
barabasi_albert_graph,140,23,23,23,11.861,515.473,1,1
barabasi_albert_graph,140,23,28,23,10.229,510.133,0,1
barabasi_albert_graph,140,23,38,23,11.187,555.148,0,1
barabasi_albert_graph,140,23,42,23,10.694,497.405,0,1
barabasi_albert_graph,140,23,23,23,10.475,498.227,1,1
barabasi_albert_graph,140,23,41,23,11.139,497.882,0,1
barabasi_albert_graph,150,27,47,27,17.037,605.059,0,1
barabasi_albert_graph,150,27,27,27,14.871,581.124,1,1
barabasi_albert_graph,150,27,50,27,14.391,549.474,0,1
barabasi_albert_graph,150,27,50,27,13.304,548.284,0,1
barabasi_albert_graph,150,27,54,35,13.749,550.773,0,0
barabasi_albert_graph,150,27,41,27,12.916,566.678,0,1
barabasi_albert_graph,150,27,33,27,14.599,557.687,0,1
barabasi_albert_graph,150,27,42,27,13.758,587.558,0,1
barabasi_albert_graph,150,27,47,27,13.232,568.236,0,1
barabasi_albert_graph,150,27,27,33,14.275,567.627,1,0
barabasi_albert_graph,150,27,46,33,14.098,543.989,0,0
barabasi_albert_graph,150,27,47,27,14.737,612.62,0,1
barabasi_albert_graph,150,27,55,27,14.662,562.895,0,1
barabasi_albert_graph,150,27,44,27,14.231,532.168,0,1
barabasi_albert_graph,150,27,47,27,14.376,543.752,0,1
barabasi_albert_graph,150,27,54,27,13.171,543.226,0,1
barabasi_albert_graph,150,27,54,27,13.086,519.59,0,1
barabasi_albert_graph,150,27,36,27,13.263,515.882,0,1
barabasi_albert_graph,150,27,37,27,12.596,566.07,0,1
barabasi_albert_graph,150,27,43,27,24.193,532.082,0,1
barabasi_albert_graph,150,27,36,27,13.679,519.55,0,1
barabasi_albert_graph,150,27,44,27,13.309,523.002,0,1
barabasi_albert_graph,150,27,47,27,12.356,578.339,0,1
